tract1,mi_to_tract,tract2
1000,1.33434209473929,3300
1000,1.34603954149882,1500
1000,1.35407359325869,6000
1000,1.39329939763456,7600
1000,1.42035483531149,3200
1000,1.43954567953162,5400
1000,1.44171540481817,3600
1000,1.49126595806913,7802
1000,1.51937115550037,7700
1000,1.57812045803072,1300
1000,1.58395434029494,8400
1000,1.64199721404725,8000
1000,1.70751993474156,3400
1000,1.72040106832708,9500
1000,1.77904241251753,12800
1000,1.80152101902979,700
1000,1.83671325699756,3500
1000,1.90500077367396,5200
1000,1.91675219798522,9200
1000,1.96758601422101,8301
1000,2.00943090395453,8200
1000,2.04381569223563,4900
1000,2.12487962306057,12700
1000,2.12969160639941,6100
1000,2.13058871566088,7900
1000,2.1553026125598,6500
1000,2.26180864202506,2700
1000,2.273367122739,200
1000,2.32614950264389,4800
1000,2.32726330792297,5000
1000,2.35170647080279,11100
1000,2.37061484309139,9601
1000,2.37987988125742,8100
1000,2.39462825893153,12900
1000,2.44249765284742,5100
1000,2.56826157280969,6400
1000,2.58330376894587,10901
1000,2.59128624330315,9604
1000,2.61819898331662,3900
1000,2.62697239569128,4702
1000,2.67531876017344,4100
1000,2.73486111642521,6600
1000,2.74744467995603,12500
1000,2.81992197042139,12600
1000,2.8530247884433,9602
1000,2.89902277281801,2300
1000,2.91096147556454,4602
1000,3.01400271369914,6900
1000,3.1039236742159,6300
1000,3.1381733015921,9603
1000,3.20392569461108,4000
1000,3.22715280174359,2400
1000,3.23000727241591,6700
1000,3.25996883435879,10902
1000,3.28634392557999,11000
1000,3.30050141723552,7500
1000,3.31866986788728,3805
1000,3.38527627130149,7000
1000,3.39047739025323,2200
1000,3.39798137178992,10602
1000,3.46808403653702,10601
1000,3.58195817366523,10400
1000,3.58598306393569,2000
1000,3.59446549028158,2100
1000,3.59713839785925,13002
1000,3.69600467884886,7100
1000,3.71017820076615,6200
1000,3.89358522771881,1900
1000,4.00966116682007,8702
1000,4.01883982369957,6800
1000,4.08095991301018,8701
1000,4.10614370050864,11503
1000,4.12616089819372,12201
1000,4.16314829872356,13001
1000,4.24408042740803,11604
1000,4.25463349139862,4701
1000,4.25954547476677,10800
1000,4.26976610365912,10500
1000,4.31776406427502,8800
1000,4.4253006761849,10300
1000,4.46552677148531,11603
1000,4.52595638804628,1800
1000,4.95049585562587,13101
1000,5.15738354712663,8600
1000,5.15890672180988,13902
1000,5.26122129673904,10700
1000,5.32167851230761,11605
1000,5.33031009202264,12301
1000,5.38865753273171,11201
1000,5.39116814268727,980100
1000,5.47508832689348,14400
1000,5.54738515287115,14301
1000,5.55171109448972,12100
1000,5.55824091986866,10200
1000,5.67499153779209,11207
1000,5.74679741350737,13104
1000,5.77284781959174,13901
1000,5.77504524810351,13800
1000,5.83904598970239,12000
1000,5.90197472696391,14102
1000,5.94504063052356,14004
1000,6.152011941905,14302
1000,6.22808644713647,12202
1000,6.36490563791605,10100
1000,6.44485106257787,11504
1000,6.62017471342597,11601
1000,6.68031272848452,13701
1000,6.71554091877284,14003
1000,6.80725158765564,13203
1000,6.81695452947181,11205
1000,6.85298100108807,14504
1000,6.87442609369127,14203
1000,6.94646851888787,11501
1000,6.95273398625436,13601
1000,6.9604763848885,11901
1000,6.97953436582271,11203
1000,6.98342002603832,8500
1000,7.01817933412182,13103
1000,7.08065168806793,13702
1000,7.09294620056205,14001
1000,7.15975915035906,14204
1000,7.23123485934821,11208
1000,7.32873397952828,12306
1000,7.39863847698682,12304
1000,7.48367488415898,11902
1000,7.52851707476317,14103
1000,7.55149311690614,13505
1000,7.58097882479945,14104
1000,7.81485294983747,14202
1000,7.87654999851729,13604
1000,8.02518921579913,13401
1000,8.03532020650337,11800
1000,8.08732833700672,14503
1000,8.21841006619634,12305
1000,8.31241864985323,13204
1000,8.45258726454635,11705
1000,8.6855406067316,13603
1000,8.7311658762909,13205
1000,8.79891402288229,11302
1000,8.91216841712617,13506
1000,9.06990456380461,11505
1000,9.1609821178506,13507
1000,9.3228328084232,11706
1000,9.39441916112174,14501
1000,9.54980301919577,11400
1000,9.85991822538408,11703
1000,9.86959203425704,14602
1000,9.93715125297441,13206
1000,9.96505159959822,14905
1000,10.4228923337095,13508
1000,10.5709657945854,14906
1000,10.7395374927351,11707
1000,10.9759935186063,11708
1000,10.980125874349,11301
1000,11.227557259726,14505
1000,11.3035798759304,13402
1000,11.6374839547132,12402
1000,11.6735524551023,14901
1000,12.0569228846064,13503
1000,12.5802743488377,14802
1000,12.7162203685473,14601
1000,13.4303167926041,14903
1000,13.5265914939649,13300
1000,13.7438246805056,14804
1000,13.9145643622425,12401
1000,15.1689425896066,14803
1000,15.5261985880772,14700
1000,15.5973466555328,15000
1000,17.3515356022376,15400
1000,18.0334192895419,15304
1000,18.256214822795,15303
1000,18.4425048205344,15101
1000,18.6795514419205,15200
1000,19.3690132419486,15301
1000,22.2250904612709,15102
1300,0.262419746991802,700
1300,0.491674474332115,5200
1300,0.502404749513769,9200
1300,0.532769204025676,1500
1300,0.563800961346766,9301
1300,0.750121395343154,5000
1300,0.775463246274115,4900
1300,0.904297657992103,5500
1300,0.923130615589155,5100
1300,0.927835730152628,8000
1300,0.94745820090228,9400
1300,1.01321418155771,4800
1300,1.04017487927162,3900
1300,1.04507061334969,200
1300,1.07570867914229,5300
1300,1.14145177349919,7900
1300,1.2685673236699,9302
1300,1.29398473078969,5600
1300,1.29756401055417,4702
1300,1.37280856713173,2300
1300,1.38901780691176,4602
1300,1.39374331556849,8400
1300,1.47450311474082,4100
1300,1.47577961708995,9500
1300,1.57275168750438,9604
1300,1.57812045803072,1000
1300,1.58387878610903,8100
1300,1.59894064083749,5700
1300,1.6115484566659,2900
1300,1.62863798073846,3200
1300,1.66067239777343,9601
1300,1.73608046383797,8200
1300,1.76111224253325,2700
1300,1.77670389613652,2400
1300,1.78691487569084,5900
1300,1.8317762210319,2200
1300,1.85127831418049,3000
1300,1.88308470389743,4000
1300,1.92319250726267,9602
1300,1.96168684803246,9603
1300,1.98148447030885,5400
1300,1.98838096369494,6500
1300,2.01410973742081,2000
1300,2.01873678658447,2100
1300,2.02625721562501,5800
1300,2.03070703887578,3300
1300,2.0507905289164,3100
1300,2.10551987188477,3400
1300,2.17139412647355,8301
1300,2.19283941027734,6400
1300,2.32045572376047,10901
1300,2.32859746800078,10400
1300,2.36895785415807,3600
1300,2.37645866499968,1900
1300,2.4772816520708,7500
1300,2.47893661151012,3700
1300,2.48514259935555,6300
1300,2.49562586734573,6000
1300,2.49718825878238,10602
1300,2.51744736811122,3500
1300,2.52875126256684,6600
1300,2.59215591337583,7801
1300,2.78338343671451,7600
1300,2.79241211220448,8701
1300,2.7946371600022,6700
1300,2.88010697641833,6900
1300,2.89556794440948,8800
1300,2.91195139049054,4701
1300,2.94783969984737,1800
1300,2.99337047018286,12800
1300,3.01940557825203,7700
1300,3.04652668651034,6200
1300,3.06143542572702,8702
1300,3.06407138150948,7802
1300,3.07697637228943,10601
1300,3.23034758431087,11100
1300,3.2531812119602,7000
1300,3.26548614778894,10300
1300,3.31390514708863,6100
1300,3.36512675222801,10902
1300,3.4122438317349,7100
1300,3.53022035750642,6800
1300,3.5654766577114,10500
1300,3.56704651009869,3805
1300,3.60436605260177,13902
1300,3.60462359257097,12900
1300,3.64154029092223,12700
1300,3.82000607564333,8600
1300,3.82939888484695,11000
1300,4.21556312297663,10800
1300,4.22606965518714,14301
1300,4.23216825155002,12500
1300,4.26783605790156,13901
1300,4.34225226205052,14102
1300,4.36339398236545,13800
1300,4.37492764019508,14004
1300,4.39737285001677,12600
1300,4.50965260763544,10200
1300,4.64707039036175,14400
1300,4.68735591831445,13001
1300,4.7801028083525,980100
1300,5.00998626444581,13002
1300,5.0170923350246,10700
1300,5.04265029767016,14302
1300,5.13742469347924,14003
1300,5.25653851758181,11503
1300,5.38074143766817,13701
1300,5.41212432350324,10100
1300,5.50418077641781,11201
1300,5.50665046874714,13601
1300,5.53916685093411,14001
1300,5.5458791088578,14203
1300,5.69086987175891,11604
1300,5.69826929289875,12201
1300,5.72457849083315,13702
1300,5.82467408759692,8500
1300,5.97865690570127,13505
1300,5.98979226581707,14103
1300,6.01242843212422,11603
1300,6.02488474510336,14204
1300,6.05091578081039,13101
1300,6.11011559183373,14104
1300,6.23632174994189,11207
1300,6.26378836610212,13104
1300,6.28278126148597,14504
1300,6.3531465723383,13604
1300,6.73794096597657,13401
1300,6.73970383931374,14202
1300,6.77185778144301,11605
1300,6.82691031833379,12301
1300,7.06266385775913,11203
1300,7.09577203285665,13103
1300,7.12504169547406,12100
1300,7.21466921197024,13603
1300,7.2349717362467,11205
1300,7.32517915583301,14503
1300,7.33813358554939,13506
1300,7.41106093512169,12000
1300,7.60265572914895,13507
1300,7.65282188717998,11504
1300,7.80055790479865,12202
1300,7.80138059126812,13203
1300,7.91916262930461,11501
1300,7.96511030967724,11208
1300,8.11245122603456,11601
1300,8.50105572366315,11901
1300,8.59878099436729,14501
1300,8.63146212284811,12306
1300,8.85074257770491,13508
1300,8.89154811384369,12304
1300,8.93537191578641,14905
1300,8.93790669669506,13205
1300,9.04341865311827,13204
1300,9.06174995795549,11902
1300,9.10400657794322,11302
1300,9.25838851688554,14906
1300,9.52832618649739,14602
1300,9.5949951968796,11800
1300,9.66329816541177,12305
1300,9.85391502955992,13402
1300,10.0193330130469,11705
1300,10.235557943448,13206
1300,10.3081928506101,14901
1300,10.3592733247686,14505
1300,10.3755781819526,11400
1300,10.4279246774552,11505
1300,10.5307443120869,13503
1300,10.8948428938177,11706
1300,11.0354096034562,14802
1300,11.3796186338607,11703
1300,11.4813000839422,11301
1300,12.1369949289953,14601
1300,12.1688601034436,14804
1300,12.2221422113571,14903
1300,12.3049864672927,11707
1300,12.5520099409913,11708
1300,12.9021282840011,12402
1300,13.6143096192437,14803
1300,14.110882629237,13300
1300,14.8376608876104,15000
1300,14.8925234877937,12401
1300,15.3044748199905,14700
1300,16.0598824730549,15400
1300,16.6154281729119,15304
1300,16.86495284793,15101
1300,16.877163201506,15303
1300,17.1951686360587,15200
1300,17.9926070062437,15301
1300,20.6543498892135,15102
1500,0.449419154076629,5500
1500,0.477483197039204,8000
1500,0.532769204025676,1300
1500,0.543864906232427,5300
1500,0.562960814077228,9301
1500,0.59016351072104,5200
1500,0.597387746588193,700
1500,0.698309519485943,4900
1500,0.830605237906577,5600
1500,0.869028966366265,7900
1500,0.871478574347787,8400
1500,0.98136767269613,4800
1500,1.03513141533933,9200
1500,1.12361034341159,5000
1500,1.13659047772709,5100
1500,1.16058861443563,5700
1500,1.20269610943249,9400
1500,1.24473391964109,8100
1500,1.24615263028919,8200
1500,1.28396291909237,4702
1500,1.34399371479737,9302
1500,1.34603954149882,1000
1500,1.41987245676225,3900
1500,1.42042527164857,5900
1500,1.4578260042087,5400
1500,1.54142361651266,2900
1500,1.5458199946375,5800
1500,1.57578397132211,200
1500,1.59200272158257,4602
1500,1.64224416444271,8301
1500,1.82514535483384,9500
1500,1.8406936376267,2300
1500,1.85369976532499,10901
1500,1.86066529188874,3200
1500,1.8975669474047,3000
1500,1.91766803843837,3100
1500,2.00689064377869,4100
1500,2.03036491161393,6000
1500,2.09321547504958,9604
1500,2.1356015670963,9601
1500,2.15376591232791,3300
1500,2.19691118048318,2700
1500,2.24215077527366,10602
1500,2.25189614758765,2200
1500,2.26813052478382,10400
1500,2.27576918919508,2400
1500,2.3133421799455,2000
1500,2.31369340170864,7801
1500,2.3259331299023,3400
1500,2.35676229882756,6500
1500,2.37237539025725,7600
1500,2.39092973323662,2100
1500,2.40897031297355,4000
1500,2.41926002454661,3700
1500,2.43939787683732,9602
1500,2.44088525808165,3600
1500,2.4944464396572,9603
1500,2.56093654756891,1900
1500,2.6196514189803,6400
1500,2.65070745952728,7700
1500,2.66019811741089,10601
1500,2.67709128518697,3500
1500,2.71052953594778,11100
1500,2.821305489507,7802
1500,2.83451989643422,6100
1500,2.86135372821374,10902
1500,2.92175741365457,4701
1500,2.92945925560042,6600
1500,2.96674254988793,6300
1500,2.98323402874436,12800
1500,2.98834562542493,7500
1500,3.15589564778736,10300
1500,3.24975707954667,6700
1500,3.25286936034658,10500
1500,3.27445978480394,6900
1500,3.28092770405861,1800
1500,3.29759232513283,11000
1500,3.31645049310956,8701
1500,3.39145376738156,8800
1500,3.47031031355798,12700
1500,3.54321938199871,6200
1500,3.5885426920287,8702
1500,3.60783381877361,12900
1500,3.65545072786966,7000
1500,3.74289924131314,10800
1500,3.82954603632428,8600
1500,3.83467993262482,12500
1500,3.84420470150604,13902
1500,3.84893034503202,7100
1500,3.88426391862423,3805
1500,4.00554541462094,6800
1500,4.12663890082029,12600
1500,4.35122999590968,10200
1500,4.43100754720693,13901
1500,4.43300146737982,13800
1500,4.45036706927642,980100
1500,4.59076347082455,10700
1500,4.65031234936742,14004
1500,4.73481991525259,14102
1500,4.73936940927846,14301
1500,4.7531685563514,11503
1500,4.91930358920375,13002
1500,4.9462998318931,13001
1500,5.01593353698468,11201
1500,5.17067008335053,14400
1500,5.21512146386154,10100
1500,5.26304591033774,11604
1500,5.36844462441313,13701
1500,5.44589577400189,12201
1500,5.45878722098476,14003
1500,5.5744266086978,14302
1500,5.6076209439166,13601
1500,5.65015441536195,11603
1500,5.70805239196259,11207
1500,5.72954293745272,8500
1500,5.75233883858158,13702
1500,5.77232429973096,14001
1500,6.05414104027704,14203
1500,6.12259533733759,13101
1500,6.3355428168309,13505
1500,6.340799403061,11605
1500,6.40328232560977,14103
1500,6.5376737219152,13604
1500,6.53852110331112,13104
1500,6.55490812967014,14204
1500,6.57117518304589,14104
1500,6.58566954808318,11203
1500,6.67563946412621,12301
1500,6.71790928711301,11205
1500,6.72049104006396,13401
1500,6.78493789244543,14504
1500,6.80345661781729,12100
1500,7.08494285760292,12000
1500,7.15117822188465,11504
1500,7.27165731632869,14202
1500,7.33952785561029,13603
1500,7.39165304810178,11501
1500,7.43270673173506,11208
1500,7.48737427016751,13103
1500,7.54343629813995,12202
1500,7.68775275417172,13506
1500,7.69963735070862,11601
1500,7.84217624224438,13507
1500,7.84828731157408,14503
1500,7.92371967164037,13203
1500,8.12470821121603,11901
1500,8.60153202452134,11302
1500,8.61412216359242,12306
1500,8.7440742769737,12304
1500,8.76458898622905,11902
1500,9.12491933844739,13508
1500,9.12525493831872,14501
1500,9.24032636960226,11800
1500,9.26424719952722,13204
1500,9.30616961711133,13205
1500,9.46780996081512,14905
1500,9.55607643095014,12305
1500,9.76441694650798,14906
1500,9.7755251760562,11705
1500,9.84282465844936,11400
1500,9.95504357845854,11505
1500,9.95924117851648,13402
1500,10.0058534318561,14602
1500,10.5845774268743,13206
1500,10.6363943356772,11706
1500,10.717079548181,13503
1500,10.8011150543145,14901
1500,10.8900294655838,14505
1500,10.962023834839,11301
1500,10.9802917573641,11703
1500,11.4339288454709,14802
1500,11.9571798546127,11707
1500,12.2767964337524,11708
1500,12.4521365276617,14804
1500,12.6479366515122,14601
1500,12.7423803353485,14903
1500,12.910082511868,12402
1500,13.8434328051968,14803
1500,14.3873799036902,13300
1500,15.0335709821146,12401
1500,15.3644040408679,15000
1500,15.7692177015066,14700
1500,16.5661830338055,15400
1500,17.0881766924068,15304
1500,17.1873735098796,15101
1500,17.3625525090709,15303
1500,17.6375253604571,15200
1500,18.4783883489834,15301
1500,21.0054237228647,15102
1800,0.93527780500249,13902
1800,0.947507814597622,2100
1800,0.97562608559969,2000
1800,1.09879536440875,1900
1800,1.22414452883275,2200
1800,1.4854115295928,14004
1800,1.53722932759197,14102
1800,1.6086391510221,8800
1800,1.7193663710759,2400
1800,1.74307985758544,4602
1800,1.7481451400033,2300
1800,1.81806409292444,13901
1800,1.90799403092648,3900
1800,1.95391985774926,4701
1800,2.08758539978507,4000
1800,2.15092842546153,8701
1800,2.15304805502527,5100
1800,2.18958500622514,14003
1800,2.19948832647531,5000
1800,2.21330918555634,10400
1800,2.294426803414,4702
1800,2.33881009954615,8600
1800,2.3688504889935,13800
1800,2.45119262472363,9603
1800,2.48306910001517,4800
1800,2.49551236987448,4100
1800,2.61435198681051,200
1800,2.66858861343944,14301
1800,2.68505012499788,9200
1800,2.69256247135841,5200
1800,2.69306364369352,4900
1800,2.70234178985978,10300
1800,2.70992525932344,14001
1800,2.73397000383693,700
1800,2.81362956288392,9604
1800,2.92938543757239,7900
1800,2.94783969984737,1300
1800,2.96207343932531,9602
1800,3.0567765195222,13505
1800,3.10179696645142,10602
1800,3.15146969620905,8100
1800,3.1575754085716,13601
1800,3.19900844624582,8702
1800,3.2230932528016,14103
1800,3.26066618598818,7500
1800,3.28025127718054,8000
1800,3.28092770405861,1500
1800,3.28330166202925,9601
1800,3.50863125916288,9301
1800,3.56494142356803,2700
1800,3.60022113603013,13701
1800,3.61897930138185,6300
1800,3.6192053504804,14104
1800,3.63038950662003,9400
1800,3.63076609479492,13604
1800,3.65087658601634,14203
1800,3.69110984372757,13702
1800,3.69836577582376,5300
1800,3.72820000782464,10200
1800,3.73021978187824,5500
1800,3.75248994153621,9500
1800,3.76912621778302,8400
1800,3.78083189242471,6200
1800,3.79691846909082,8200
1800,3.85309906190224,6400
1800,3.95414547354299,14302
1800,3.96128523022244,10500
1800,4.00423113401933,6500
1800,4.03510669415702,10901
1800,4.03694155597944,6700
1800,4.08710789827632,9302
1800,4.10162551701923,5600
1800,4.14742517328629,3200
1800,4.21303038233859,6600
1800,4.24014744685515,10601
1800,4.35547689659639,6800
1800,4.39877375062189,14400
1800,4.40683396292796,13506
1800,4.41328251978113,8500
1800,4.42743252805464,8301
1800,4.436746859812,5700
